时间,湿度(%)
2023-02-10 08:50:00,62.19
2023-02-10 10:00:00,62.31
2023-02-10 11:10:00,58.29
2023-02-10 12:20:00,51.29
2023-02-10 13:30:00,49.02
2023-02-10 14:40:00,43.11
2023-02-10 15:50:00,40.77
2023-02-10 17:00:00,40.35
2023-02-10 18:10:00,40.17
2023-02-10 19:20:00,40.95
2023-02-10 20:30:00,42.38
2023-02-10 21:40:00,45.67
2023-02-10 22:50:00,47.53
2023-02-11 00:10:00,49.06
2023-02-11 01:20:00,48.89
2023-02-11 02:30:00,51.69
2023-02-11 03:40:00,54.74
2023-02-11 04:50:00,53.12
2023-02-11 06:00:00,51.84
2023-02-11 07:10:00,50.36
2023-02-11 08:20:00,51.96
2023-02-11 09:30:00,52.19
2023-02-11 10:40:00,50.37
2023-02-11 11:50:00,46.34
2023-02-11 13:00:00,44.19
2023-02-11 14:10:00,41.84
2023-02-11 15:20:00,40.33
2023-02-11 16:30:00,39.96
2023-02-11 17:40:00,40.17
2023-02-11 18:50:00,41.31
2023-02-11 20:00:00,42.19
2023-02-11 21:10:00,44.99
2023-02-11 22:20:00,47.09
2023-02-11 23:30:00,49.39
2023-02-12 00:50:00,49.75
2023-02-12 02:00:00,47.76
2023-02-12 03:10:00,46.97
2023-02-12 04:20:00,50.84
2023-02-12 05:30:00,52.36
2023-02-12 06:40:00,55.79
2023-02-12 07:50:00,55.7
2023-02-12 09:00:00,56.7
2023-02-12 10:10:00,55.25
2023-02-12 11:20:00,54.86
2023-02-12 12:30:00,50.67
2023-02-12 13:40:00,50.6
2023-02-12 14:50:00,63.08
2023-02-12 16:00:00,63.94
2023-02-12 17:10:00,64.89
2023-02-12 18:20:00,65.39
2023-02-12 19:30:00,65.43
2023-02-12 20:40:00,62.56
2023-02-12 21:50:00,57.8
2023-02-12 23:00:00,53.47
2023-02-13 00:20:00,51.55
2023-02-13 01:30:00,53.9
2023-02-13 02:40:00,48.93
2023-02-13 03:50:00,47.87
2023-02-13 05:00:00,50.16
2023-02-13 06:10:00,47.62
2023-02-13 07:20:00,46.22
2023-02-13 08:30:00,50.37
2023-02-13 09:40:00,44.78
2023-02-13 10:50:00,42.81
2023-02-13 12:00:00,42.28
2023-02-13 13:10:00,43.31
2023-02-13 14:20:00,44.22
2023-02-13 15:30:00,46.88
2023-02-13 16:40:00,50.71
2023-02-13 17:50:00,53.07
2023-02-13 19:00:00,56.14
2023-02-13 20:10:00,57.45
2023-02-13 21:20:00,57.81
2023-02-13 22:30:00,61.77
2023-02-13 23:40:00,61.55
2023-02-14 01:00:00,62.89
2023-02-14 02:10:00,61.34
2023-02-14 03:20:00,60.86
2023-02-14 04:30:00,63.26
2023-02-14 05:40:00,64.35
2023-02-14 06:50:00,64.06
2023-02-14 08:00:00,60.99
2023-02-14 09:10:00,58.54
2023-02-14 10:20:00,57.3
2023-02-14 11:30:00,57.92
2023-02-14 12:40:00,59.2
2023-02-14 13:50:00,57.68
2023-02-14 15:00:00,58.19
2023-02-14 16:10:00,56.24
2023-02-14 17:20:00,54.85
2023-02-14 18:30:00,53.96
2023-02-14 19:40:00,54.68
2023-02-14 20:50:00,58.11
2023-02-14 22:00:00,57.92
2023-02-14 23:10:00,59.31
2023-02-15 00:30:00,61.18
2023-02-15 01:40:00,60.98
2023-02-15 02:50:00,60.85
2023-02-15 04:00:00,60.58
2023-02-15 05:10:00,58.41
2023-02-15 06:20:00,59.5
2023-02-15 07:30:00,59.05
2023-02-15 08:40:00,57.09
2023-02-15 09:50:00,52.81
2023-02-15 11:00:00,51.06
2023-02-15 12:10:00,49.76
2023-02-15 13:20:00,46.43
2023-02-15 14:30:00,43.33
2023-02-15 15:40:00,42.11
2023-02-15 16:50:00,41.82
2023-02-15 18:00:00,42.04
2023-02-15 19:10:00,43.04
2023-02-15 20:20:00,42.67
2023-02-15 21:30:00,47.86
2023-02-15 22:40:00,52.67
2023-02-15 23:50:00,53.97
2023-02-16 01:10:00,55.42
2023-02-16 02:20:00,55.97
2023-02-16 03:30:00,55.79
2023-02-16 04:40:00,56.04
2023-02-16 05:50:00,58.21
2023-02-16 07:00:00,56.8
2023-02-16 08:10:00,58.1
2023-02-16 09:20:00,57.51
2023-02-16 10:30:00,56.9
2023-02-16 11:40:00,55.32
2023-02-16 12:50:00,56.33
2023-02-16 14:00:00,59.49
2023-02-16 15:10:00,53.54
2023-02-16 16:20:00,49.85
2023-02-16 17:30:00,49.68
2023-02-16 18:40:00,51.35
2023-02-16 19:50:00,54.8
2023-02-16 21:00:00,56.8
2023-02-16 22:10:00,60.37
2023-02-16 23:20:00,62.25
2023-02-17 00:40:00,63.4
2023-02-17 01:50:00,64.63
2023-02-17 03:00:00,64.02
2023-02-17 04:10:00,64.03
2023-02-17 05:20:00,64
2023-02-17 06:30:00,63.01
2023-02-17 07:40:00,61.65
2023-02-17 08:50:00,60.82
2023-02-17 10:00:00,59.82
2023-02-17 11:10:00,58.8
2023-02-17 12:20:00,56.13
2023-02-17 13:30:00,50.88
2023-02-17 14:40:00,47.16
2023-02-17 15:50:00,46.24
2023-02-17 17:00:00,46.52
2023-02-17 18:10:00,44.65
2023-02-17 19:20:00,46.62
2023-02-17 20:30:00,49.32
2023-02-17 21:40:00,50.66
2023-02-17 22:50:00,51.46
2023-02-18 00:10:00,54
2023-02-18 01:20:00,54.92
2023-02-18 02:30:00,56.2
2023-02-18 03:40:00,56.38
2023-02-18 04:50:00,57.6
2023-02-18 06:00:00,57.02
2023-02-18 07:10:00,57.26
2023-02-18 08:20:00,55.32
2023-02-18 09:30:00,55.39
2023-02-18 10:40:00,55.61
2023-02-18 11:50:00,54.95
2023-02-18 13:00:00,54.19
2023-02-18 14:10:00,52.57
2023-02-18 15:20:00,58.6
2023-02-18 16:30:00,58.78
2023-02-18 17:40:00,60.15
2023-02-18 18:50:00,60.58
2023-02-18 20:00:00,60.31
2023-02-18 21:10:00,60.37
2023-02-18 22:20:00,61.66
2023-02-18 23:30:00,61.95
2023-02-19 00:50:00,62.26
2023-02-19 02:00:00,62.72
2023-02-19 03:10:00,63.18
2023-02-19 04:20:00,63.47
2023-02-19 05:30:00,63.61
2023-02-19 06:40:00,63.48
2023-02-19 07:50:00,62.83
2023-02-19 09:00:00,62.1
2023-02-19 10:10:00,62.87
2023-02-19 11:20:00,62.06
2023-02-19 12:30:00,64.62
2023-02-19 13:40:00,62.4
2023-02-19 14:50:00,55.6
2023-02-19 16:00:00,54.73
2023-02-19 17:10:00,52.38
2023-02-19 18:20:00,53.61
2023-02-19 19:30:00,56.35
2023-02-19 20:40:00,58.63
2023-02-19 21:50:00,58.43
2023-02-19 23:00:00,60.13
2023-02-20 00:20:00,61.72
2023-02-20 01:30:00,62.73
2023-02-20 02:40:00,62.93
2023-02-20 03:50:00,63.12
2023-02-20 05:00:00,63.29
2023-02-20 06:10:00,63
2023-02-20 07:20:00,63.03
2023-02-20 08:30:00,61.76
2023-02-20 09:40:00,61.89
2023-02-20 10:50:00,64.26
2023-02-20 12:00:00,63.76
2023-02-20 13:10:00,62.3
2023-02-20 14:20:00,61.63
2023-02-20 15:30:00,61.15
2023-02-20 16:40:00,60.71
2023-02-20 17:50:00,57.57
2023-02-20 19:00:00,53.05
2023-02-20 20:10:00,54.76
2023-02-20 21:20:00,53
2023-02-20 22:30:00,57.03
2023-02-20 23:40:00,59.46
2023-02-21 01:00:00,56.51
2023-02-21 02:10:00,53.75
2023-02-21 03:20:00,52.41
2023-02-21 04:30:00,54.14
2023-02-21 05:40:00,54.68
2023-02-21 06:50:00,57.83
2023-02-21 08:00:00,58.89
2023-02-21 09:10:00,58.13
2023-02-21 10:20:00,56.79
2023-02-21 11:30:00,55.45
2023-02-21 12:40:00,54.07
2023-02-21 14:00:00,52.22
2023-02-21 15:10:00,50.83
2023-02-21 16:20:00,50.21
2023-02-21 17:30:00,50.52
2023-02-21 18:40:00,50.77
2023-02-21 19:50:00,49.53
2023-02-21 21:00:00,52.39
2023-02-21 22:10:00,55.04
2023-02-21 23:20:00,60.08
2023-02-22 00:40:00,63.22
2023-02-22 01:50:00,63.47
2023-02-22 03:00:00,61.9
2023-02-22 04:10:00,58.55
2023-02-22 05:20:00,57.74
2023-02-22 06:30:00,60.25
2023-02-22 07:40:00,59.71
2023-02-22 08:50:00,57.59
2023-02-22 10:00:00,56.28
2023-02-22 11:10:00,54
2023-02-22 12:20:00,51.94
2023-02-22 13:30:00,49.22
2023-02-22 14:40:00,42.25
2023-02-22 15:50:00,44.86
2023-02-22 17:00:00,48.86
2023-02-22 18:10:00,50.2
2023-02-22 19:20:00,50.33
2023-02-22 20:30:00,51.69
2023-02-22 21:40:00,52.34
2023-02-22 22:50:00,55.8
2023-02-23 00:10:00,57.38
2023-02-23 01:20:00,61.12
2023-02-23 02:30:00,62.73
2023-02-23 03:40:00,65.04
2023-02-23 04:50:00,64.31
2023-02-23 06:00:00,65.5
2023-02-23 07:10:00,61.34
2023-02-23 08:20:00,60.93
2023-02-23 09:30:00,59.33
2023-02-23 10:40:00,58.19
2023-02-23 11:50:00,54.37
2023-02-23 13:00:00,52.67
2023-02-23 14:10:00,45.4
2023-02-23 15:20:00,50.97
2023-02-23 16:30:00,51.59
2023-02-23 17:40:00,51.62
2023-02-23 18:50:00,53.11
2023-02-23 20:00:00,55.29
2023-02-23 21:10:00,55.73
2023-02-23 22:20:00,56.83
2023-02-23 23:30:00,56.61
2023-02-24 00:50:00,58.86
2023-02-24 02:00:00,60.06
2023-02-24 03:10:00,61.27
2023-02-24 04:20:00,61.43
2023-02-24 05:30:00,61.78
2023-02-24 06:40:00,62.04
2023-02-24 07:50:00,61.73
2023-02-24 09:00:00,59.5
2023-02-24 10:10:00,55.1
2023-02-24 11:20:00,46.5
2023-02-24 12:30:00,33.15
2023-02-24 13:40:00,35.59
2023-02-24 14:50:00,33.27
2023-02-24 16:00:00,30.11
2023-02-24 17:10:00,28.82
2023-02-24 18:20:00,32.75
2023-02-24 19:30:00,43.71
2023-02-24 20:40:00,49.19
2023-02-24 21:50:00,49.6
2023-02-24 23:00:00,57.34
2023-02-25 00:20:00,59.67
2023-02-25 01:30:00,61.72
2023-02-25 02:40:00,63.01
2023-02-25 03:50:00,64.22
2023-02-25 05:00:00,64.72
2023-02-25 06:10:00,64.79
2023-02-25 07:20:00,64.74
2023-02-25 08:30:00,63.92
2023-02-25 09:40:00,61.82
2023-02-25 10:50:00,56.54
2023-02-25 12:00:00,48.31
2023-02-25 13:10:00,43.39
2023-02-25 14:20:00,34.16
2023-02-25 15:30:00,34.1
2023-02-25 16:40:00,31.24
2023-02-25 17:50:00,32
2023-02-25 19:00:00,40.26
2023-02-25 20:10:00,42.95
2023-02-25 21:20:00,46.17
2023-02-25 22:30:00,50.88
2023-02-25 23:40:00,53.68
2023-02-26 01:00:00,56.45
2023-02-26 02:10:00,58.71
2023-02-26 03:20:00,59.17
2023-02-26 04:30:00,60.97
2023-02-26 05:40:00,60.97
2023-02-26 06:50:00,61.4
2023-02-26 08:00:00,60.53
2023-02-26 09:10:00,58.84
2023-02-26 10:20:00,51.67
2023-02-26 11:30:00,38.74
2023-02-26 12:40:00,29.86
2023-02-26 13:50:00,29.74
2023-02-26 15:00:00,27.81
2023-02-26 16:10:00,24.96
2023-02-26 17:20:00,23.84
2023-02-26 18:30:00,26.88
2023-02-26 19:40:00,34.37
2023-02-26 20:50:00,39.63
2023-02-26 22:00:00,46.03
2023-02-26 23:10:00,49.99
2023-02-27 00:30:00,51.8
2023-02-27 01:50:00,55.34
2023-02-27 03:00:00,54.86
2023-02-27 04:10:00,55.4
2023-02-27 05:20:00,56.17
2023-02-27 06:30:00,55.66
2023-02-27 07:40:00,56.49
2023-02-27 08:50:00,54.57
2023-02-27 10:00:00,46.71
2023-02-27 11:10:00,36.74
2023-02-27 12:20:00,33.25
2023-02-27 13:30:00,29.94
2023-02-27 14:40:00,28.36
2023-02-27 15:50:00,26.97
2023-02-27 17:00:00,26.74
2023-02-27 18:10:00,28.54
2023-02-27 19:20:00,31.5
2023-02-27 20:30:00,37.29
2023-02-27 21:40:00,39.36
2023-02-27 22:50:00,43.53
2023-02-28 00:10:00,42.37
2023-02-28 01:20:00,48.84
2023-02-28 02:30:00,49.06
2023-02-28 03:40:00,51.38
2023-02-28 04:50:00,58.15
2023-02-28 06:00:00,57.21
2023-02-28 07:10:00,58.58
2023-02-28 08:20:00,61.02
2023-02-28 09:30:00,59.17
2023-02-28 10:40:00,59.19
2023-02-28 11:50:00,54.25
2023-02-28 13:00:00,48.6
2023-02-28 14:10:00,45.41
2023-02-28 15:20:00,47.9
2023-02-28 16:30:00,46.52
2023-02-28 17:40:00,48.56
2023-02-28 18:50:00,50.04
2023-02-28 20:00:00,49.65
2023-02-28 21:10:00,52.9
2023-02-28 22:20:00,55.13
2023-02-28 23:30:00,55.56
2023-03-01 00:50:00,59.98
2023-03-01 02:00:00,57.15
2023-03-01 03:10:00,58.95
2023-03-01 04:20:00,61.61
2023-03-01 05:30:00,62.07
2023-03-01 06:40:00,62.91
2023-03-01 07:50:00,63.55
2023-03-01 09:00:00,64.72
2023-03-01 10:10:00,63.05
2023-03-01 11:20:00,62.82
2023-03-01 12:30:00,63.58
2023-03-01 13:40:00,62.11
2023-03-01 14:50:00,61.08
2023-03-01 16:00:00,59.09
2023-03-01 17:10:00,59.05
2023-03-01 18:20:00,60.23
2023-03-01 19:30:00,63.18
2023-03-01 20:40:00,61.35
2023-03-01 21:50:00,63.96
2023-03-01 23:00:00,64.99
2023-03-02 00:20:00,65.61
2023-03-02 01:30:00,65.76
2023-03-02 02:40:00,65.83
2023-03-02 03:50:00,66.25
2023-03-02 05:00:00,65.39
2023-03-02 06:10:00,65.35
2023-03-02 07:20:00,65.06
2023-03-02 08:30:00,64.07
2023-03-02 09:40:00,63.31
2023-03-02 10:50:00,61.08
2023-03-02 12:00:00,56.56
2023-03-02 13:10:00,54.1
2023-03-02 14:20:00,51.96
2023-03-02 15:30:00,49.57
2023-03-02 16:40:00,49.64
2023-03-02 17:50:00,47.95
2023-03-02 19:00:00,47.82
2023-03-02 20:10:00,51.68
2023-03-02 21:20:00,53.98
2023-03-02 22:30:00,57.63
2023-03-02 23:40:00,58.95
2023-03-03 01:00:00,61.1
2023-03-03 02:10:00,62.01
2023-03-03 03:20:00,62.62
2023-03-03 04:30:00,62.95
2023-03-03 05:40:00,63.04
2023-03-03 06:50:00,63.54
2023-03-03 08:00:00,62.52
2023-03-03 09:10:00,62.48
2023-03-03 10:20:00,62.08
2023-03-03 11:30:00,54.64
2023-03-03 12:40:00,42.45
2023-03-03 13:50:00,39.73
2023-03-03 15:00:00,38.47
2023-03-03 16:10:00,35.94
2023-03-03 17:20:00,35.91
2023-03-03 18:30:00,36.91
2023-03-03 19:40:00,39.67
2023-03-03 20:50:00,46.71
2023-03-03 22:00:00,50.34
2023-03-03 23:10:00,55.74
2023-03-04 00:30:00,55.85
2023-03-04 01:40:00,59.36
2023-03-04 02:50:00,61.07
2023-03-04 04:00:00,63.61
2023-03-04 05:10:00,65.06
2023-03-04 06:20:00,65.05
2023-03-04 07:30:00,64.72
2023-03-04 08:40:00,62.25
2023-03-04 09:50:00,61.59
2023-03-04 11:00:00,52.51
2023-03-04 12:10:00,47.33
2023-03-04 13:20:00,37.29
2023-03-04 14:30:00,26.79
2023-03-04 15:40:00,26.08
2023-03-04 16:50:00,19.16
2023-03-04 18:00:00,21.11
2023-03-04 19:10:00,29.97
2023-03-04 20:20:00,38.93
2023-03-04 21:30:00,43.66
2023-03-04 22:40:00,51.82
2023-03-04 23:50:00,51.09
2023-03-05 01:10:00,56.3
2023-03-05 02:20:00,58.55
2023-03-05 03:30:00,58.57
2023-03-05 04:40:00,59.03
2023-03-05 05:50:00,58.75
2023-03-05 07:00:00,59.2
2023-03-05 08:10:00,58.84
2023-03-05 09:20:00,55.06
2023-03-05 10:30:00,43.14
2023-03-05 11:40:00,34.44
2023-03-05 12:50:00,29.44
2023-03-05 14:00:00,23.67
2023-03-05 15:10:00,18.44
2023-03-05 16:20:00,18.54
2023-03-05 17:30:00,21.45
2023-03-05 18:40:00,27.04
2023-03-05 19:50:00,32.35
2023-03-05 21:00:00,37.62
2023-03-05 22:10:00,42.76
2023-03-05 23:20:00,46.96
2023-03-06 00:40:00,48.74
2023-03-06 02:00:00,49.95
2023-03-06 03:10:00,47.41
2023-03-06 04:20:00,52.8
2023-03-06 05:30:00,52.06
2023-03-06 06:40:00,53.16
2023-03-06 07:50:00,50.71
2023-03-06 09:00:00,48.99
2023-03-06 10:10:00,45.2
2023-03-06 11:20:00,44.21
2023-03-06 12:30:00,41.31
2023-03-06 13:40:00,51.57
2023-03-06 14:50:00,59.19
2023-03-06 16:00:00,64.26
2023-03-06 17:10:00,65.4
2023-03-06 18:20:00,64.71
2023-03-06 19:30:00,65.64
2023-03-06 20:40:00,63.75
2023-03-06 21:50:00,64.92
2023-03-06 23:00:00,65
2023-03-07 00:20:00,66.66
2023-03-07 01:30:00,65.89
2023-03-07 02:40:00,66.45
2023-03-07 03:50:00,65.91
2023-03-07 05:00:00,66.4
2023-03-07 06:10:00,66.1
2023-03-07 07:20:00,66.15
2023-03-07 08:30:00,65.17
2023-03-07 09:40:00,64.61
2023-03-07 10:50:00,64.13
2023-03-07 12:00:00,60.5
2023-03-07 13:10:00,57.38
2023-03-07 14:20:00,56.45
2023-03-07 15:30:00,51.92
2023-03-07 16:40:00,58.61
2023-03-07 17:50:00,60.26
2023-03-07 19:00:00,60.37
2023-03-07 20:10:00,62.23
2023-03-07 21:20:00,63.12
2023-03-07 22:30:00,63.7
2023-03-07 23:40:00,64.64
2023-03-08 01:00:00,64.78
2023-03-08 02:10:00,65.54
2023-03-08 03:20:00,66.23
2023-03-08 04:30:00,65.51
2023-03-08 05:40:00,65
2023-03-08 06:50:00,65.21
2023-03-08 08:00:00,64.18
2023-03-08 09:10:00,63.19
2023-03-08 10:20:00,59.86
2023-03-08 11:30:00,56.2
2023-03-08 12:40:00,52.23
2023-03-08 13:50:00,51
2023-03-08 15:00:00,51.34
2023-03-08 16:10:00,50.9
2023-03-08 17:20:00,51.6
2023-03-08 18:30:00,54.93
2023-03-08 19:40:00,53.26
2023-03-08 20:50:00,55.88
2023-03-08 22:00:00,60.54
2023-03-08 23:10:00,63.28
2023-03-09 00:30:00,65.06
2023-03-09 01:40:00,66.2
2023-03-09 02:50:00,65.8
2023-03-09 04:00:00,66
2023-03-09 05:10:00,66.07
2023-03-09 06:20:00,66.83
2023-03-09 07:30:00,66.51
2023-03-09 08:40:00,64.75
2023-03-09 09:50:00,60.51
2023-03-09 11:00:00,53.81
2023-03-09 12:10:00,43.55
2023-03-09 13:20:00,39.61
2023-03-09 14:30:00,37.39
2023-03-09 15:40:00,31.52
2023-03-09 16:50:00,32.29
2023-03-09 18:00:00,33.31
2023-03-09 19:10:00,37.71
2023-03-09 20:20:00,47.4
2023-03-09 21:30:00,50.27
2023-03-09 22:40:00,52.5
2023-03-09 23:50:00,55
2023-03-10 01:10:00,56.46
2023-03-10 02:20:00,59.61
2023-03-10 03:30:00,60.51
2023-03-10 04:40:00,60.92
2023-03-10 05:50:00,59.83
2023-03-10 07:00:00,59.93
2023-03-10 08:10:00,60.76
2023-03-10 09:20:00,62.64
2023-03-10 11:10:00,65.5
2023-03-10 12:20:00,63.14
2023-03-10 13:30:00,62.75
2023-03-10 14:40:00,57.54
2023-03-10 15:50:00,57.71
2023-03-10 17:00:00,53.96
2023-03-10 18:10:00,53.6
2023-03-10 19:20:00,57.62
2023-03-10 20:30:00,59.88
2023-03-10 21:40:00,61.34
2023-03-10 22:50:00,64
2023-03-11 00:10:00,65.57
2023-03-11 01:20:00,66.71
2023-03-11 02:30:00,65.84
2023-03-11 03:40:00,67.18
2023-03-11 04:50:00,67.6
2023-03-11 06:00:00,67.84
2023-03-11 07:10:00,67.52
2023-03-11 08:20:00,66.35
2023-03-11 09:30:00,63.76
2023-03-11 10:40:00,59.48
2023-03-11 11:50:00,57.15
2023-03-11 13:00:00,46.1
2023-03-11 14:10:00,42.18
2023-03-11 15:20:00,39.76
2023-03-11 16:30:00,39.86
2023-03-11 17:40:00,38.96
2023-03-11 18:50:00,45.11
2023-03-11 20:00:00,49
2023-03-11 21:10:00,53.8
2023-03-11 22:20:00,56.6
2023-03-11 23:30:00,52.4
2023-03-12 00:50:00,35.34
2023-03-12 02:00:00,41.01
2023-03-12 03:10:00,39.87
2023-03-12 04:20:00,39.93
2023-03-12 05:30:00,45.69
2023-03-12 06:40:00,54.18
2023-03-12 07:50:00,53.8
2023-03-12 09:00:00,54.18
2023-03-12 10:10:00,55.63
2023-03-12 11:20:00,50.92
2023-03-12 12:30:00,43.54
2023-03-12 13:40:00,41.61
2023-03-12 14:50:00,41.84
2023-03-12 16:00:00,37.73
2023-03-12 17:10:00,37.1
2023-03-12 18:20:00,38.22
2023-03-12 19:30:00,53.89
2023-03-12 20:40:00,57.78
2023-03-12 21:50:00,60.81
2023-03-12 23:00:00,61.1
2023-03-13 00:20:00,60.9
2023-03-13 01:30:00,57.07
2023-03-13 02:40:00,58.28
2023-03-13 03:50:00,60.64
2023-03-13 05:00:00,59.1
2023-03-13 06:10:00,58.58
2023-03-13 07:20:00,58.42
2023-03-13 08:30:00,55.72
2023-03-13 09:40:00,53.55
2023-03-13 10:50:00,43.33
2023-03-13 12:00:00,38.59
2023-03-13 13:10:00,31.43
2023-03-13 14:20:00,34.57
2023-03-13 15:30:00,31.64
2023-03-13 16:40:00,31.19
2023-03-13 17:50:00,32.77
2023-03-13 19:00:00,35.63
2023-03-13 20:10:00,43.42
2023-03-13 21:20:00,49.34
2023-03-13 22:30:00,53.45
2023-03-13 23:40:00,57.27
2023-03-14 01:00:00,59.8
2023-03-14 02:10:00,61.17
2023-03-14 03:20:00,61.97
2023-03-14 04:30:00,62.01
2023-03-14 05:40:00,62.67
2023-03-14 06:50:00,62.72
2023-03-14 08:00:00,61.14
2023-03-14 09:10:00,56.55
2023-03-14 10:20:00,47.17
2023-03-14 11:30:00,40.12
2023-03-14 12:40:00,32.84
2023-03-14 13:50:00,26.06
2023-03-14 15:00:00,21.18
2023-03-14 16:10:00,23.35
2023-03-14 17:20:00,26.37
2023-03-14 18:30:00,27.54
2023-03-14 19:40:00,35.19
2023-03-14 20:50:00,41.38
2023-03-14 22:00:00,44.83
2023-03-14 23:10:00,48.63
2023-03-15 00:30:00,55.3
2023-03-15 01:40:00,57.53
2023-03-15 02:50:00,60.83
2023-03-15 04:00:00,61.3
2023-03-15 05:10:00,62.35
2023-03-15 06:20:00,62.64
2023-03-15 07:30:00,62.65
2023-03-15 08:40:00,60.12
2023-03-15 09:50:00,50.91
2023-03-15 11:00:00,39.85
2023-03-15 12:10:00,34.17
2023-03-15 13:20:00,27.11
2023-03-15 14:30:00,23.15
2023-03-15 15:40:00,20.86
2023-03-15 16:50:00,19.63
2023-03-15 18:00:00,20.02
2023-03-15 19:10:00,30.77
2023-03-15 20:20:00,33.17
2023-03-15 21:30:00,36.7
2023-03-15 22:40:00,39.3
2023-03-15 23:50:00,40.14
2023-03-16 01:10:00,39.11
2023-03-16 02:20:00,47.07
2023-03-16 03:30:00,46.44
2023-03-16 04:40:00,46.36
2023-03-16 05:50:00,48.51
2023-03-16 07:00:00,46.45
2023-03-16 08:10:00,46.46
2023-03-16 09:20:00,44.97
2023-03-16 10:30:00,45.34
2023-03-16 11:40:00,54.6
2023-03-16 12:50:00,61.93
2023-03-16 14:00:00,63.9
2023-03-16 15:10:00,66.32
2023-03-16 16:20:00,66.42
2023-03-16 17:30:00,66.1
2023-03-16 18:40:00,65.42
2023-03-16 19:50:00,65.62
2023-03-16 21:00:00,63.79
2023-03-16 22:10:00,62.71
2023-03-16 23:20:00,60.05
2023-03-17 00:40:00,55.91
2023-03-17 01:50:00,54.1
2023-03-17 03:00:00,53.1
2023-03-17 04:10:00,53.22
2023-03-17 05:20:00,50.34
2023-03-17 06:30:00,50.65
2023-03-17 07:40:00,48.24
2023-03-17 08:50:00,46.52
2023-03-17 10:00:00,44.49
2023-03-17 11:10:00,43.49
2023-03-17 12:20:00,42.15
2023-03-17 13:30:00,41.66
2023-03-17 14:40:00,39.35
2023-03-17 15:50:00,38.92
2023-03-17 17:00:00,40.36
2023-03-17 18:10:00,44.97
2023-03-17 19:20:00,43.99
2023-03-17 20:30:00,47.92
2023-03-17 21:40:00,55.24
2023-03-17 22:50:00,55.49
2023-03-18 00:10:00,53.48
2023-03-18 01:20:00,52.32
2023-03-18 02:30:00,52.67
2023-03-18 03:40:00,52.78
2023-03-18 04:50:00,58.62
2023-03-18 06:00:00,59.4
2023-03-18 07:10:00,59.58
2023-03-18 08:20:00,55.88
2023-03-18 09:30:00,57.24
2023-03-18 10:40:00,55.13
2023-03-18 11:50:00,55.45
2023-03-18 13:00:00,59.36
2023-03-18 14:10:00,58.49
2023-03-18 15:20:00,56.16
2023-03-18 16:30:00,54.15
2023-03-18 17:40:00,53.39
2023-03-18 18:50:00,50.72
2023-03-18 20:00:00,50.72
2023-03-18 21:10:00,48.43
2023-03-18 22:20:00,47.75
2023-03-18 23:30:00,47.8
2023-03-19 00:50:00,48.75
2023-03-19 02:00:00,49.22
2023-03-19 03:10:00,48.12
2023-03-19 04:20:00,52.94
2023-03-19 05:30:00,59.81
2023-03-19 06:40:00,59.33
2023-03-19 07:50:00,60.84
2023-03-19 09:00:00,56.94
2023-03-19 10:10:00,56.61
2023-03-19 11:20:00,55.1
2023-03-19 12:30:00,52.78
2023-03-19 13:40:00,51.01
2023-03-19 14:50:00,48.3
2023-03-19 16:00:00,51.22
2023-03-19 17:10:00,48.63
2023-03-19 18:20:00,48.47
2023-03-19 19:30:00,50.35
2023-03-19 20:40:00,52.6
2023-03-19 21:50:00,54.85
2023-03-19 23:00:00,60.37
2023-03-20 00:20:00,62.36
2023-03-20 01:40:00,63.88
2023-03-20 02:50:00,63.21
2023-03-20 04:00:00,61.16
2023-03-20 05:10:00,61.4
2023-03-20 06:20:00,61.01
2023-03-20 07:30:00,59.76
2023-03-20 08:40:00,56.63
2023-03-20 09:50:00,56.33
2023-03-20 11:00:00,51.03
2023-03-20 12:10:00,45.64
2023-03-20 13:20:00,41.75
2023-03-20 14:30:00,38.52
2023-03-20 15:40:00,37.37
2023-03-20 16:50:00,37.61
2023-03-20 18:00:00,39.04
2023-03-20 19:10:00,43.53
2023-03-20 20:20:00,49.53
2023-03-20 21:30:00,53.42
2023-03-20 22:40:00,56.73
2023-03-20 23:50:00,58.02
2023-03-21 01:10:00,59.44
2023-03-21 02:20:00,60.31
2023-03-21 03:30:00,61.1
2023-03-21 04:40:00,62.44
2023-03-21 05:50:00,61.94
2023-03-21 07:00:00,61.84
2023-03-21 08:10:00,60.64
2023-03-21 09:20:00,51.87
2023-03-21 10:30:00,41.39
2023-03-21 11:40:00,36.25
2023-03-21 12:50:00,35.91
2023-03-21 14:00:00,29.89
2023-03-21 15:10:00,27.52
2023-03-21 16:20:00,28.85
2023-03-21 17:30:00,31.7
2023-03-21 18:40:00,37.54
2023-03-21 19:50:00,40.34
2023-03-21 21:00:00,45.48
2023-03-21 22:10:00,49.51
2023-03-21 23:20:00,52.37
2023-03-22 00:40:00,57.02
2023-03-22 01:50:00,58.23
2023-03-22 03:00:00,57.45
2023-03-22 04:10:00,60.3
2023-03-22 05:20:00,60.08
2023-03-22 06:30:00,61.53
2023-03-22 07:40:00,59.56
2023-03-22 08:50:00,60.55
2023-03-22 10:00:00,58.1
2023-03-22 11:10:00,58.39
2023-03-22 12:20:00,61.34
2023-03-22 13:30:00,64.75
2023-03-22 14:40:00,65.05
2023-03-22 15:50:00,65.33
2023-03-22 17:00:00,64.4
